pl_name,pl_rade,pl_masse,pl_dens,pl_insol,st_teff,pl_orbeccen,pl_eqt,ESI_equal,ESI_sm,CDHS,mass_est,SEPHI_simple,recon_error,latent_dist,VAE_anomaly
TOI-2236 b,14.36991326,502.16888306,0.16878402903811254,1356.0,6248.0,0.0,1688.0,0.0,0.0,0.0,2097.8884837820897,0.0,0.9988634,0.5831794202966243,0.019629383658506805
Kepler-885 b,2.5,,0.43375680580762255,124.646,6187.0,0.0,830.0,0.0,0.0,0.0,28.389316553537533,0.0,0.20977049,0.7582114689497584,0.019614978193183204
WASP-26 b,13.56289,270.1555,0.12758620689655173,1225.5264,6034.0,0.0,1650.0,0.0,0.0,0.0,1333.3650090079723,0.0,1.002268,0.5817098680216422,0.01961183383144903
Kepler-215 d,2.39,23.6,1.7241379310344829,21.404,5739.0,0.0,527.0,0.0,0.0,0.0,98.59486997196073,0.0,0.5147922,0.6901683588516042,0.019611056207665692
Kepler-350 b,1.85,16.9,0.8892921960072596,257.721,6186.0,0.0,1037.0,0.0,0.0,0.0,23.585673144077152,0.0,0.45569664,0.702670944925745,0.019595045992583233
HD 154088 b,2.46,,0.4428312159709619,41.2119,5374.0,0.344,689.99,0.27241773729217766,0.01739989778972432,0.07501202115722186,27.61418042439924,0.0,0.6570836,0.65671460473492,0.019567021961517418
Kepler-53 c,3.17,36.0,0.16696914700544466,23.176,5858.0,0.0,550.0,0.0,0.0,0.0,22.279355555993412,0.0,0.23893476,0.7494321876898007,0.019558555637861436
Kepler-378 b,0.75,,0.8203266787658802,17.819,4661.0,0.0,503.0,0.0,0.0,0.0,1.4496369004994643,0.0,0.86498606,0.609607471707999,0.019546376099473513
KELT-16 b,15.860735,874.0325,0.2177858439201452,6992.0328,6236.0,0.0,2453.0,0.0,0.0,0.0,3639.889366436618,0.0,1.3490413,0.501324356262258,0.019532710695743617
GJ 676 A e,2.47,,0.44101633393829404,2.7678,3734.0,0.152,351.55,0.49295180218831935,0.29157527877648476,0.03120158145001427,27.837750867808452,0.09281170953529905,0.7252837,0.6396996370318195,0.01952174096991703
TOI-5542 b,11.30986153,419.53349724,0.29038112522686027,9.6,5700.0,0.018,441.0,0.42077254209473214,0.10563491700912697,0.08372068173316279,1759.6603828076716,4.577231520350602e-101,0.3950092,0.7124447031522574,0.019503026895591486
Kepler-1003 b,1.78,,0.6751361161524502,814.925,6109.0,0.0,1157.0,0.0,0.0,0.0,15.949238678455716,0.0,0.52393997,0.683683350774898,0.019501370435565706
HD 206610 b,13.4,,0.26860254083484575,6.2426,4842.0,0.1,437.88,0.33530859184915607,0.12146047575459888,0.06080034193512508,2707.1549914715215,5.387621092068118e-32,0.54942477,0.6778233762207315,0.019496730362206376
TOI-1601 b,14.19902343,387.0,0.13430127041742287,1071.42,5982.0,0.0,1493.97,0.0,0.0,0.0,1610.4385488445896,0.0,0.9771228,0.5825471647009235,0.019494511723078457
6 Lyn b,13.4,,0.2486388384754991,3.1949,4941.0,0.042,371.86,0.42480282003521436,0.25337823112792546,0.0634449965272056,2505.947525889179,0.0033088848526561785,0.6321274,0.6590163547926816,0.019486840307138355
Kepler-1238 b,1.93,,0.6079854809437387,1195.201,6386.0,0.0,1389.0,0.0,0.0,0.0,18.30854131939945,0.0,0.6095005,0.6639979177507922,0.019485505283698672
Kepler-1678 b,3.30422249,,0.30127041742286753,2.78,5754.0,0.0,329.0,0.0,0.0,0.0,45.52531370615489,0.08670721130898057,0.2863716,0.7351482255539796,0.019466680868991466
kap CrB b,13.3,689.6911,0.29219600725952816,1.7376,4840.0,0.04,319.32,0.47746899650308156,0.42180659302676815,0.06074691456962836,2879.5048170306795,0.9999999979570073,0.714421,0.6398643529426321,0.01946620107972461
Kepler-55 c,2.21,69.8,6.442831215970962,3.84,4362.0,0.0,349.0,0.0,0.0,0.0,291.30114022072905,1.3140452551767086e-06,1.8395923,0.3884125512164544,0.01944057251086226
K2-140 b,13.56286665,295.58041851,0.11978221415607987,204.0,5585.0,0.0,962.0,0.0,0.0,0.0,1251.801366708512,0.0,0.75323737,0.629771717703979,0.01943035857979481
TOI-1333 b,15.647764,753.2571,0.1960072595281307,1112.85,6274.0,0.073,1679.0,0.12034543703300275,0.0004352521445234006,0.09905433563068393,3145.7023609271423,0.0,0.92979395,0.590163384254809,0.01942259718991564
Kepler-1181 c,1.83,,0.6533575317604357,377.25,6688.0,0.0,1124.0,0.0,0.0,0.0,16.772306122820083,0.0,0.5785796,0.668295983283366,0.01942181255457043
WASP-133 b,13.56289,368.6828,0.15970961887477314,2054.7956,5700.0,0.17,1790.0,0.09185377632800626,0.00018648307971132758,0.08372068173316179,1669.0771094267645,0.0,0.98909485,0.5758986515373317,0.019396290816021587
Teegarden's Star b,1.05,,1.0,1.08,3034.0,0.03,277.0,0.8568971394404677,0.8471691680713791,0.012502003526206052,4.849048260815846,0.9037083664753013,1.7788197,0.39916999929481634,0.019372337124991302
24 Boo b,13.9,,0.10417422867513611,2001.2754,4816.0,0.032,1840.86,0.10954569649731942,0.00022829141093755285,0.060105786183667034,1171.907418876087,0.0,1.1651661,0.5352368895247036,0.01935989624805698
HATS-52 b,15.490838,711.9392,0.19237749546279492,1310.22,6010.0,0.246,1834.0,0.0942569100435521,0.0002928875386518217,0.09200192338513416,2995.4881944272506,0.0,1.1421049,0.5400241641744845,0.01935138811547612
Kepler-31 b,5.5,36.7418,0.1415607985480944,91.474,6340.0,0.0,781.0,0.0,0.0,0.0,98.65513191481705,0.0,0.42025334,0.7005382700534868,0.01934800107405
TOI-6029 b,14.39233122,519.649445445,0.17386569872958257,806.794,6223.0,0.091,1484.0,0.12326513750461988,0.0005933395797330372,0.09769193781051973,2171.1806258572806,0.0,0.848493,0.6048767519540558,0.0193392551932294
TOI-4463 A b,13.26022417,252.355755158,0.10798548094373865,633.0,5640.0,0.0,1395.0,0.0,0.0,0.0,1054.645671119482,0.0,0.91267836,0.5898055508261012,0.0193198668878417
TOI-1136 f,3.73591482,9.7,0.16152450090744103,26.4328,5770.0,0.001,658.0,0.2495033335785842,0.023977171823394827,0.08559063952553975,35.27913384091849,0.0,0.22634423,0.7425295932796969,0.019319303049168866
K2-266 c,0.705,,0.8257713248638838,32.4,4285.0,0.042,664.5,0.4648541119224514,0.03613922620516704,0.04592082064432898,1.2120366659089012,0.0,0.9625179,0.5780921657608916,0.019304548286633944
HR 858 d,2.001,7.1,0.8892921960072596,217.0,6354.0,0.0,1061.0,0.0,0.0,0.0,29.84519057397913,0.0,0.45765036,0.68819139501108,0.019248796326616774
HIP 90988 b,13.4,,0.2776769509981851,4.1955,4883.0,0.081,400.77,0.373592302481986,0.1834747457125488,0.061895602927805174,2798.6129303725866,4.230773487833309e-09,0.5779523,0.6613248082675751,0.019246508141826248
Kepler-1093 c,1.96,,0.5952813067150635,18.1,6166.0,0.0,508.0,0.0,0.0,0.0,18.77496206720648,0.0,0.28599003,0.7257485758090295,0.01923285466204109
HD 130322 b,13.7,,0.14174228675136116,67.9633,5387.0,0.029,720.0,0.23328504314745888,0.010627113687944622,0.07535929903294308,1526.6860799689591,0.0,0.59986824,0.6553646044165254,0.019219815792112915
Kepler-125 c,0.74,,0.8112522686025408,16.81,3810.0,0.0,529.0,0.0,0.0,0.0,1.3770182393995083,0.0,1.182997,0.5253720110320709,0.019214527206017094
TOI-6016 b,13.67495645,371.85923619,0.14700544464609802,940.0,6110.0,0.0,1890.0,0.0,0.0,0.0,1574.7074607458667,0.0,0.9232441,0.5816174479097712,0.019175973951944147
Kepler-514 b,1.72,,0.7078039927404719,506.412,6106.0,0.0,1248.0,0.0,0.0,0.0,15.086446541898932,0.0,0.47932425,0.6803537029459114,0.01917448956577521
XO-1 b,12.77826,263.7989,0.11615245009074411,321.85,5750.0,0.0,1210.0,0.0,0.0,0.0,1015.15450426686,0.0,0.7860099,0.6120609233926295,0.019173542150841775
Kepler-527 b,2.84,,0.3684210526315789,147.046,6388.0,0.0,1157.0,0.0,0.0,0.0,35.34989014533763,0.0,0.25095296,0.7307303648010155,0.019163433889353588
K2-118 b,2.54,,0.4246823956442831,4.3,4726.29,0.2,394.64,0.4459084003626855,0.1916383317662927,0.057709301704321724,29.151037606909984,6.344182200444727e-10,0.3813302,0.701628757256683,0.019161325037338417
Kepler-528 b,2.08,,0.5517241379310345,68.971,5807.0,0.0,708.0,0.0,0.0,0.0,20.79699555273639,0.0,0.18234693,0.7458511067101241,0.019159788757138394
Kepler-959 b,4.38,,0.2087114337568058,165.868,7005.0,0.0,1912.0,0.0,0.0,0.0,73.46105858716771,0.0,0.55695355,0.6614980490811516,0.01913556472420152
Kepler-140 c,1.8,,0.6660617059891107,9.957,6077.0,0.0,428.0,0.0,0.0,0.0,16.271237717011477,9.977747592038105e-111,0.35011667,0.7070404124999351,0.0191234806406587
WASP-80 b,11.197791,170.99254,0.13012704174228676,72.442,4143.0,0.002,825.0,0.1789874132532238,0.007632324517394912,0.04212747769406463,765.3379315452892,0.0,0.8047692,0.6056705463360874,0.019118925024071073
HD 4732 b,13.4,,0.2613430127041742,10.3009,4898.0,0.266,498.53,0.25621857061126463,0.06170472659864752,0.06229630816902969,2633.9886403506694,1.9946087460398494e-120,0.8006338,0.6063572438401986,0.019113164595518654
WASP-66 b,15.6926,746.9005,0.20762250453720507,1434.7739,6600.0,0.0,1569.7,0.0,0.0,0.0,3360.839318966242,0.0,1.1137847,0.5360460691355763,0.019097929689461852
WASP-4 b,15.12091496,381.3940884,0.11745626134301271,1188.6219,5436.0,0.0053,1653.0,0.11541807139859864,0.000389237029207321,0.07666826948760976,1700.9791692772787,0.0,1.0364265,0.552021100869483,0.01906732561045161
Barnard b,0.72,,0.7985480943738658,6.76,3195.0,0.03,438.0,0.6278860333940373,0.18761656012140562,0.016802906448682396,1.248496060248074,3.2417430537690106e-40,1.5933937,0.42739787360121,0.019050867849311832
WASP-155 b,13.45077684,276.828542497,0.11252268602540835,771.0,5660.0,0.0,1468.0,0.0,0.0,0.0,1147.0195026828067,0.0,0.93107307,0.5740942918279416,0.019033458458973466
HATS-24 b,15.636555,718.2958,0.1869328493647913,2706.9606,6125.0,0.0,2166.0,0.0,0.0,0.0,2993.625472036897,0.0,1.1280358,0.5299308204556189,0.01902536039835587
Kepler-19 b,2.209,6.1,0.5626134301270418,87.6,5541.0,0.41,851.0,0.23878981553542677,0.007693501401763224,0.07947320617618922,25.403049349316774,0.0,1.0544528,0.5448310077314413,0.018988970433344642
Kepler-231 c,1.93,24.1,0.17604355716878403,6.267,3767.0,0.0,393.0,0.0,0.0,0.0,5.301279128303721,1.9348078454900405e-32,0.7999449,0.6011514093503708,0.018981043177675502
HD 216435 b,13.7,,0.15535390199637023,0.5501,5999.0,0.07,242.57,0.3966362357084836,0.33808053728325127,0.09170807287489634,1673.2948584550945,0.9999996371773359,1.0877284,0.5366309466293501,0.018969385732534056
Kepler-1615 b,2.06,,0.558983666061706,31.171,5865.0,0.0,658.0,0.0,0.0,0.0,20.468658866998627,0.0,0.19194393,0.7357976442418839,0.01896459337193061
WASP-85 A b,13.89916,402.05495,0.15970961887477314,640.3258,6112.0,0.0,1452.0,0.0,0.0,0.0,1796.3267845045673,0.0,0.84776914,0.5890032360124656,0.018943948468436802
Kepler-11 c,2.87,2.9,0.11978221415607987,107.224,5663.0,0.026,786.0,0.2753271727005465,0.007373844962421203,0.08273227547147105,11.861145576190616,0.0,0.33530536,0.7025711855245862,0.018932033947448183
BD+15 2375 b,13.8,,0.1279491833030853,111.9838,4649.0,0.001,883.68,0.14046541129403436,0.004087625147205885,0.055644601164701754,1408.5211954640172,0.0,0.78447753,0.6025000247874847,0.018929426138317083
Barnard d,0.694,,0.7840290381125228,10.0441,3195.0,0.04,483.0,0.5592583920271195,0.12115778183994534,0.016802906448682417,1.097739188869705,2.8373808870224487e-113,1.5756547,0.42570714138864313,0.0189118577967083
Kepler-110 c,2.21,,0.5099818511796733,45.336,5960.0,0.0,743.0,0.0,0.0,0.0,23.057921240007,0.0,0.17448668,0.7361581004146625,0.018877696900639958
Kepler-82 e,2.47,254.02,0.09800362976406535,144.337,5428.0,0.0,926.0,0.0,0.0,0.0,6.186166859512991,0.0,0.4919437,0.6653130032667052,0.01887292557371342
Kepler-1997 b,2.28,,0.49001814882032674,44.86,6215.0,0.0,660.0,0.0,0.0,0.0,24.327938855799818,0.0,0.21472521,0.726675862039706,0.018864705513978414
K2-22 b,2.3,444.962,8.730734994828959,114.0,3879.0,0.19,2100.0,0.19489882421602317,0.004928820712769128,0.035075065448526545,444.96200000000005,0.0,2.2669065,0.26983530262317873,0.01886179942239897
Kepler-85 d,1.2,8.69679,0.7985480943738658,38.39,5436.0,0.0,626.0,0.0,0.0,0.0,5.780074353000342,0.0,0.446558,0.674629636376821,0.018853593220071494
Kepler-282 e,3.1,56.2,1.8874773139745917,24.114,5656.0,0.0,484.0,0.0,0.0,0.0,235.53498902073147,0.0,0.51267815,0.6584741342599816,0.018818088727141555
47 UMa c,14.2,,0.05970961887477314,0.1217,5872.0,0.098,164.38,0.24753491624612248,0.07055154584689101,0.08831543516585477,716.1400158753745,0.8117358270195205,1.9862734,0.33007467358195614,0.018807146109020047
GJ 338 B b,3.25,,0.308529945553539,3.9278,4014.0,0.109,391.0,0.4555559860737187,0.21309503971928886,0.03868141261953652,44.36454326184406,3.4574866360849667e-07,0.48146468,0.6648327503249309,0.018803590305276122
WASP-158 b,11.99363,886.7457,0.5626134301270418,903.013,6350.0,0.0,1590.0,0.0,0.0,0.0,4065.843376539124,0.0,0.73971766,0.6068580164955976,0.018791280525398166
Kepler-1070 b,1.73,,0.7005444646098004,380.134,6261.0,0.0,1101.0,0.0,0.0,0.0,15.193667726976054,0.0,0.47673965,0.6653024388001614,0.01878924469873146
HD 112640 b,12.9,,0.7386569872958259,98.0969,4155.0,0.24,959.65,0.1931154590917502,0.006445232320654896,0.04244804188705026,6642.025683049976,0.0,0.89847183,0.5709397510864695,0.018776814505954906
Kepler-388 c,0.86,,0.8874773139745916,16.64,4498.0,0.0,515.0,0.0,0.0,0.0,2.3645103714706974,0.0,0.8334122,0.5842944054939839,0.018749087433778754
HATS-68 b,13.809488,410.0007,0.15535390199637023,1521.0,6147.0,0.036,1741.0,0.1239953741983782,0.000332406090992434,0.09566169792164886,1713.7343670215257,0.0,0.9616574,0.5555989832692977,0.018745294992818358
Kepler-1478 b,1.73,,0.7005444646098004,85.282,5904.0,0.0,598.0,0.0,0.0,0.0,15.193667726976054,0.0,0.29787913,0.7030605387468973,0.018738750938110272
47 UMa b,13.2,,0.3484573502722323,0.3576,5872.0,0.032,215.23,0.4822672496415654,0.3145795488631623,0.08831543516586876,3357.0671842225984,0.9999999996429672,1.0071265,0.5446162598609784,0.018724009944260888
HIP 91258 b,13.7,,0.13430127041742287,166.6086,5519.0,0.02,1024.97,0.2026595826418862,0.004086971693507092,0.07888550515571796,1446.5399477298715,0.0,0.6705274,0.619467851705771,0.018722527907146805
K2-89 b,0.615,,0.7295825771324863,78.0,3691.0,0.15,830.07,0.3026884752760237,0.010817777196344715,0.030052893091839318,0.7108670934047446,0.0,1.342099,0.46988286439399507,0.018719481983314804
Kepler-43 b,13.663771,1026.5909,0.9074410163339384,1138.115,6041.0,0.017,1620.0,0.18569383276366908,0.000659807979420358,0.09283004755034276,9696.5834440595,0.0,0.85698956,0.5774546904531438,0.01870982821861633
HATS-77 b,13.05846252,436.696231218,0.1954627949183303,78.37,4071.0,0.045,828.3,0.22078258631883807,0.008925254250739435,0.0402040925361888,1823.1770881470018,0.0,0.7411133,0.6031860102820725,0.018708411127458843
Kepler-1542 b,0.76,,0.823956442831216,518.437,5564.0,0.0,1160.0,0.0,0.0,0.0,1.515073284023748,0.0,0.90420836,0.5661381986751634,0.018689915205525515
HD 170469 b,14.1,,0.07459165154264973,0.3188,5842.0,0.11,209.6,0.29750487483685595,0.17701841887733527,0.08751402468340848,875.8629796721907,0.9960818193776867,1.5700781,0.4176875529167437,0.018683550526947087
Wendelstein-1 b,11.5609626,188.15536,0.1306715063520871,113.6142,4251.0,0.012,2198.0,0.21461159399938576,0.006097616161975123,0.04501255543088063,845.7684794372652,0.0,0.78314126,0.5927023448765749,0.01868054928593229
HD 177565 b,4.0,,0.23593466424682397,14.5941,5627.0,0.0593,539.21,0.38531869503100863,0.06273755929457513,0.08177058289253604,63.24997187626637,2.8865465891421653e-276,0.09270896,0.7461060294225892,0.01867425535906786
Kepler-430 c,1.75,,0.6896551724137931,9.096,5884.0,0.0,458.0,0.0,0.0,0.0,15.482274140535905,3.2608980400764955e-88,0.34145606,0.6906876054147946,0.01867281112640821
Kepler-817 b,9.03,,0.08148820326678767,550.203,5861.0,0.0,1124.0,0.0,0.0,0.0,251.3313143413949,0.0,0.87664497,0.5714361785018038,0.018669295724240267
Kepler-852 b,2.54,,0.4246823956442831,92.131,6100.0,0.0,565.0,0.0,0.0,0.0,29.151037606909984,0.0,0.17360441,0.7274508154869909,0.018658192510010475
Gliese 48 b,2.77,,0.38112522686025413,0.89,3450.0,0.0,271.0,0.0,0.0,0.0,33.93091821479693,0.9844746213013943,1.064223,0.5276296538404993,0.018618506627815886
HD 17674 b,13.9,,0.1027223230490018,0.7946,5904.0,0.13,259.52,0.3464000876406907,0.3599932784788581,0.0891702730138056,1155.5742144318208,0.9999944101904414,1.1971489,0.49782495347801375,0.0186130480017628
Kepler-1484 b,2.11,,0.5408348457350273,35.92,5730.0,0.0,624.0,0.0,0.0,0.0,21.281421841846257,0.0,0.16434395,0.7275242769530824,0.018609194054694685
HD 98219 b,13.4,,0.2595281306715064,7.0547,4925.0,0.079,453.77,0.34031726732441164,0.11173547588521747,0.06301757760323345,2615.697052570457,4.122092071768801e-45,0.52484846,0.6471234684705743,0.018605031862860902
Kepler-1570 b,1.07,,1.0090744101633393,76.457,5550.0,0.0,836.0,0.0,0.0,0.0,5.178012983804405,0.0,0.58805513,0.6327894029874839,0.018598446636031774
Kepler-1457 b,1.99,,0.5843920145190563,23.468,5866.0,0.0,478.0,0.0,0.0,0.0,19.290883193273892,0.0,0.2150574,0.7154740639063897,0.018590366434834592
Kepler-217 c,1.85,,0.6424682395644283,730.808,6171.0,0.0,1208.0,0.0,0.0,0.0,17.039445495925126,0.0,0.49922514,0.6518513001177549,0.018581000879106486
HAT-P-14 b,15.91678,1093.3352,0.2831215970961888,1038.78,6600.0,0.11,1624.0,0.11982090168655912,0.00046485905437545436,0.10776299620663105,4782.194652095918,0.0,0.9671281,0.5470748376035999,0.018565162438522183
HD 2685 b,16.14096,371.8611,0.0882032667876588,1436.49,6801.0,0.091,2061.0,0.09440247217989517,0.0002689966304512256,0.11313244643902745,1553.6792424539715,0.0,1.4955155,0.429346391949151,0.018561875856580853
K2-34 b,13.75,539.67534,0.1705989110707804,963.566,6168.0,0.0,1687.0,0.0,0.0,0.0,1857.68878204984,0.0,0.8928026,0.5633870479572554,0.01855950994596025
TOI-216.01,10.1,177.98390792,0.13793103448275862,10.1,5026.0,0.0046,497.0,0.31623740809213635,0.07507823533139284,0.06571565956080792,595.2709981767755,1.0561790435236363e-114,0.5536228,0.6383190791578979,0.01854585094594527
K2-25 b,3.44,24.5,0.6007259528130672,9.91,3207.0,0.428,494.0,0.3193790151044702,0.07348987975661948,0.017123470641661694,102.43310369986762,2.0307089324080141e-109,1.8954964,0.33937007843929007,0.018538241247529955
Kepler-1489 b,1.77,,0.6805807622504537,11.893,5655.0,0.0,400.0,0.0,0.0,0.0,15.808405857752895,9.246718975576355e-171,0.2910898,0.6958680781015667,0.018524181758935474
K2-72 e,1.29,,1.0272232304900182,1.2,3360.47,0.11,286.34,0.6859482080061213,0.6476752543723833,0.0212232195330438,9.2368219572636,0.951858143713432,1.4229735,0.4437591265818784,0.018519180359811344
Kepler-1690 b,2.81109223,,0.3720508166969147,1.2,5404.0,0.0,267.0,0.0,0.0,0.0,34.61913049016424,0.984676114948132,0.4108202,0.6684827451423436,0.018505968637765366
Kepler-317 b,2.09,109.8,11.996370235934664,151.652,5497.0,0.0,976.0,0.0,0.0,0.0,458.7513214566826,0.0,2.2606838,0.25606433653845695,0.01848815690225996
24 Sex b,13.4,,0.2613430127041742,8.2099,5098.0,0.09,471.32,0.3257456227943151,0.09449769762528216,0.0676390447186886,2633.9886403506694,1.0220078626535222e-67,0.48930556,0.6494329726668293,0.018466955017704473
HAT-P-68 b,12.016048,230.10892,0.13194192377495462,184.8,4508.0,0.041,1027.8,0.18125599007503526,0.0033122781421634183,0.05187797189719257,958.8626118666407,0.0,0.72136015,0.5973033019916156,0.01845500264817821
WASP-120 b,15.58048317,1541.4755,0.42361288566243194,1818.5489,6450.0,0.057,1749.0,0.12757555943277749,0.00029696025849924916,0.10375594379439056,6711.205482602707,0.0,0.9758738,0.540612761201686,0.01845383617115565
TOI-6054.02,2.82,9.3,0.40834845735027225,285.0,6047.0,0.332,1143.0,0.18182619821242108,0.002026861370004995,0.0929903296468256,38.35896261338061,0.0,0.725026,0.5945210166634695,0.01840652357786394
HD 4208 b,13.9,,0.0956442831215971,0.2878,5717.0,0.042,196.68,0.35858046075207756,0.19896123389319137,0.08417481433987392,1075.9498427660242,0.9846351173590847,1.4369007,0.4358948548761675,0.018401714855368477
K2-204 b,3.17214154,,0.3194192377495463,290.0978,5783.0,0.28,1148.0,0.17814854019187826,0.00196123563290074,0.08593791740127384,42.70781470196257,0.0,0.48044452,0.648514738321935,0.018395699646802485
WASP-61 b,15.80469,851.7844,0.25825771324863883,1062.0298,6250.0,0.0,1624.4,0.0,0.0,0.0,4270.707778310118,0.0,0.9175146,0.5510845428356927,0.018391800164877223
TOI-5292 A b,12.64373023,412.859100693,0.2032667876588022,102.0,3919.0,0.034,809.0,0.21971823454101216,0.0069906017123518675,0.036143612758447984,1720.999310179873,0.0,0.7960709,0.5773771802734999,0.018373674044096892
Kepler-68 d,13.9,267.0,0.09909255898366608,0.7889,5847.0,0.102,260.75,0.35909663976677536,0.3715379447044019,0.08764759309715271,1114.741203321156,0.999992965604573,1.1905828,0.48936277061430417,0.018368400159422645
Kepler-1025 b,1.98,,0.5880217785843921,17.952,6089.0,0.0,1654.0,0.0,0.0,0.0,19.11954669764277,0.0,0.26522738,0.6952356946264071,0.018366691597603298
CoRoT-23 b,11.77,889.9,0.544464609800363,530.0221,5900.0,0.16,1660.0,0.1507250489612044,0.0010595424698273477,0.08906341828282867,3718.670115886868,0.0,0.5604034,0.6290274470462641,0.0183539845406409
HATS-1 b,14.594,589.55,0.1869328493647913,489.9461,5870.0,0.12,1359.0,0.13187985121462456,0.0010018977488905428,0.0882620078003721,2433.869346047772,0.0,0.7153386,0.5933274740061509,0.0183239465622344
WTS-1 b,16.7,1274.44,0.29219600725952816,554.9183,6250.0,0.1,1500.0,0.13827646595341112,0.0009543710020293315,0.09841320724472762,5700.491467082325,0.0,0.7932195,0.5757436844817633,0.018317758103517497
HD 152581 b,13.4,,0.24682395644283125,5.4072,5027.0,0.04,426.55,0.39328173815726963,0.15904258650428474,0.06574237324355915,2487.655938108966,6.808961303509228e-21,0.55888224,0.6275861440612179,0.018310105335817804
HD 4917 b,13.5,,0.2087114337568058,20.9781,4802.0,0.066,479.78,0.2755704074487769,0.036037919557401675,0.059731794625192534,2150.9789301481874,0.0,0.5218704,0.6356984689767268,0.018307027705874813
Kepler-703 b,8.2,,0.09237749546279492,373.108,6185.0,0.0,1038.0,0.0,0.0,0.0,213.35181900454174,0.0,0.7828402,0.5775131435393324,0.018304432656919535
HD 74698 b,5.12,,0.17096188747731397,123.0,5783.0,0.1,925.57,0.2131828349755359,0.005262840062631202,0.08593791740126895,96.11646640698535,0.0,0.20217165,0.7067012110746815,0.018303385936711193
HD 219134 g,3.28,,0.30490018148820325,2.2009,4913.0,0.0,339.34,0.0,0.0,0.0,45.06795202233463,0.8410158668354034,0.34455505,0.6748281326405106,0.01829882551029748
TrES-2 b,15.24424,473.5667,0.1604355716878403,903.864,5850.0,0.0,1466.0,0.0,0.0,0.0,2380.7106133846128,0.0,0.9099485,0.5479792344478167,0.018273730720074696
Kepler-1276 b,1.19,,1.0707803992740472,139.77,6188.0,0.0,886.0,0.0,0.0,0.0,7.55840060344374,0.0,0.66044194,0.6031940418700434,0.018265988067580716
HD 217107 b,13.6,459.579876522,0.18148820326678766,231.1546,5622.0,0.1284,1105.84,0.15243853903177412,0.0022867324047307937,0.08163701447879446,1912.289918942133,0.0,0.5853802,0.6192063373226661,0.01824890206094684
Kepler-1364 b,2.15,,0.5281306715063522,672.06,6805.0,0.0,1299.0,0.0,0.0,0.0,21.985957250063045,0.0,0.6199778,0.6114184719862483,0.018246732267645623
Kepler-311 c,1.43,,0.8965517241379312,72.456,5905.0,0.0,744.0,0.0,0.0,0.0,10.981763124053886,0.0,0.43159136,0.653320482790752,0.018246133788621235
Kepler-1937 b,3.0229133,,0.33938294010889297,163.1,6457.0,0.0,1014.0,0.0,0.0,0.0,39.26952888903143,0.0,0.2746805,0.6878226908658163,0.01823580285388886
Kepler-389 c,1.46,,0.8747731397459166,22.735,5376.0,0.0,636.0,0.0,0.0,0.0,11.403616824159371,0.0,0.386411,0.6629189833771907,0.01823487707566858
TOI-2169 A b,12.50922246,329.588058059,0.16696914700544466,577.0,6270.0,0.045,1364.0,0.15006952411124846,0.0009703639497801449,0.09894748089968894,1369.0388912671037,0.0,0.7521399,0.5813516843374092,0.018230621830105046
HATS-33 b,13.78707,378.85336,0.14337568058076225,757.1284,5659.0,0.08,1429.0,0.12505637598169156,0.0006332704196287854,0.08262542074048039,1573.9105393852753,0.0,0.78913903,0.5728238896822812,0.018223386896350897
HIP 9618 b,3.82838127,8.3,0.14700544464609802,40.3,5649.0,0.0,640.88,0.0,0.0,0.0,34.55155341813132,0.0,0.24279122,0.6941047923376927,0.018215710264158975
Kepler-1584 b,1.61,,0.7695099818511797,162.544,6069.0,0.0,886.0,0.0,0.0,0.0,13.451802895897226,0.0,0.40750068,0.6570514154046994,0.018205935063802067
Kepler-1024 b,3.91,,0.2413793103448276,5.446,5143.0,0.0,376.0,0.0,0.0,0.0,60.43923011760291,2.33052845729466e-21,0.22565743,0.6967313298930018,0.018186454890572433
TOI-3688 A b,13.08088048,311.47183886,0.13793103448275862,924.3,5950.0,0.0,1534.0,0.0,0.0,0.0,1293.1876109808495,0.0,0.8895481,0.5488949486216613,0.01818437512436375
TOI-4137 b,13.57407563,457.67290608,0.18330308529945555,1013.0,6202.0,0.0,1570.0,0.0,0.0,0.0,1920.388860126714,0.0,0.8797205,0.5505853062831534,0.018172126828610323
Kepler-634 b,1.89,,0.6243194192377496,808.844,6075.0,0.0,1309.0,0.0,0.0,0.0,17.65553432529008,0.0,0.48217335,0.63865240684288,0.018162045809406085
HD 102956 b,13.8,,0.11578947368421054,1781.1928,4985.0,0.037,1804.96,0.1126416182744085,0.0002610692491720078,0.06462039856812928,1274.6617343348128,0.0,1.0579383,0.5104730495474001,0.01816105690337564
TOI-2152 A b,14.35870428,899.45439181,0.30308529945553536,2195.7879,6630.0,0.057,1802.0,0.11840902552249757,0.00022982043138265257,0.10856440668908103,3758.3674250136705,0.0,1.0359535,0.5148924623214345,0.01814938573099497
Kepler-122 f,1.75,36.0,6.696914700544465,21.524,5917.0,0.0,543.0,0.0,0.0,0.0,150.34103046994076,0.0,1.6728607,0.3728715138041223,0.018142624821570877
TOI-201 b,11.4,164.0,0.11070780399274048,68.4513,6423.0,0.275,759.0,0.15861990879215365,0.0070611822530936355,0.10303467436017279,687.0390139832359,0.0,1.0671505,0.5076707816186441,0.01814251592761742
Kepler-1691 b,1.83470985,,0.6497277676950999,641.53,6000.0,0.0,1283.0,0.0,0.0,0.0,16.80823900046746,0.0,0.4514443,0.6446585851827951,0.018141516617010186
